Unnamed: 0	Mô tả hàng hóa	Mã HS
	Phân đoạn Olein dầu cọ đã được hydrogen hóa dạng nhão, đã tinh chế, chỉ số iod~43	15162046
	Kính dùng làm tường ngăn nhiều lớp, cấu tạo gồm 2 lớp kính trắng, được chia tách bởi 1 lớp không khí, các cạnh được hàn kín xung quanh các cạnh bằng polysilicon. Quy cách 300x300x21 (mm).	70080000
	Thực phẩm dạng miếng lát không đều nhau, thành phần chính là khoai tây thái lát đã được tẩm muối, đường, hương vị và chất béo, đã được đóng gói bao bì kín 50g/túi.	20052011
	Đá phiến, dạng tấm, một mặt được gia công phù hợp làm vật liệu ốp lát, kích thước 400x230x12mm.	68030000
	Thực phẩm dạng miếng lát không đều nhau, thành phần chính là khoai tây thái lát đã được tấm muối, đường, hương vị và chất béo, đã được đóng gói bao bì kín 35g/gói.	20052011
	Sản phẩm làm từ vật liệu chịu lửa, dạng khối cầu, có xẻ rãnh bao quanh, thành phần chính là BaSO4 ( trên cơ sở kết quả giám định số 9774/VLXD-TTKĐ của Viện vật liệu xây dựng).	69039000
	Hỗn hợp của 2 copolyme có thành phần gồm 31,4% copolyme ethylen-tetrafluoroethylen (ETFE) và 68,6% copolyme ethylene-vinyl acetate (EVA), trong đó hàm lượng comonome ethylene trội hơn tính theo trọng lượng khô, dạng lỏng	39013000
	Màng graphit, kích thước 0,017mm x 62mm x 120mm, dùng để dẫn nhiệt (không phải là sản phẩm điện).	68151099
	Thực phẩm dạng miếng lát không đều nhau, thành phần chính là khoai tây thái lát đã được tẩm muối, đường, hương vị và chất béo, đã được đóng gói bao bì kín 90g/gói.	20052011
	Sản phẩm dệt, gồm 2 lớp: lớp vải dệt thoi đi từ 84,7% xơ filament acetate và 15,3% xơ filament polyester đã nhuộm màu đỏ, được ép lớp với lớp vải dệt kim đi từ 100% filament polyester đã nhuộm màu nâu đỏ, lớp vải dệt thoi chiếm 63,4% trọng lượng, lớp vải dệt kim chiếm 36,6% trọng lượng, trọng lượng 325g/m2, dạng cuộn, khổ 1,4m.	54083200
	Dầu thực vật (Castor oil) đã qua hydro hóa, dạng vảy	15162039
	Dầu mỡ lợn |(lard oil)	15030090
	Vỏ hạt cọ	14049091
	Dây thép không hợp kim, hàm lượng C  ≈ 0,04% tính theo trọng lượng, đường kính trong 0,45mm, dài 207mm,dạng cuộn, đã được bọc nhựa PE.	73262090
	Chế phẩm có chứa sodium diacetate, dạng bột dùng trong chế biến thực phẩm (chất bảo quản)	38249070
	Sản phẩm chịu lửa, chứa trên 50% tính theo trọng lượng oxit nhôm (A1203), kích thước ( chiều dài x chiều rộng x chiều dày) tương ứng 555x555x50mm. Dùng để lọc nhôm nóng chảy.	69032000
	Vải dệt thoi, kiểu dệt loại khác không phải là vải lưới, thành phần 90% filament Nylon không phải là sợi có độ bền cao, 10% sợi đàn hồi polyurethane, mầu trắng, chưa ngâm tẩm hay tráng phủ, trọng lượng 120 g/m2, khổ rộng 145cm, đóng gói dạng cuộn.	54074190
	Gương thủy tinh, chưa có khung.	70099100
	Chế phẩm diệt nấm chứa thành phần hoạt chất chính là Tricyclazole.	38089290
	Buprofezin, dạng bột	29349990
	Kính dùng làm tường ngăn nhiều lớp, kích thước (731x1514x23,38)mm. kính có cấu tạo gồm hai lớp kính ghép lại với nhau( lớp kính an toàn được làm từ 2 tấm kính ghép với nhau bằng chất gắn nhựa và lớp kính đã tôi|), ngăn cách giữa hai lớp kính là khung đệm bằng nhôm dày 9mm, được liên kết bịt kín bằng lớp keo silicon, có nan nhôm hình chữ thập ở giữa.	70080000
	Kính dùng làm tường ngăn nhiều lớp, kích thước (490x790x23,38)mm. kính có cấu tạo gồm hai lớp kính ghép lại với nhau( lớp kính an toàn được làm từ 2 tấm kính ghép với nhau bằng chất gắn nhựa và lớp kính đã tôi|), ngăn cách giữa hai lớp kính là khung đệm bằng nhôm dày 9mm, được liên kết bịt kín bằng lớp keo silicon,,	70080000
	Chế phẩm hóa học có chứa silic dioxit, hợp chất silicat và chất hữu cơ trong môi trường nước.	38249999
	Chế phẩm hóa học có thành phần chính là canxi cacbonat (chiếm trên 80% theo khối lượng) đã được phân tán trong nhựa polyethylene, dạng hạt, kích thước hạt lớn hơn 1mm.	3824999990
	Chế phẩm hóa học có chứa hỗn hợp ZnO và CaCO3, dạng bột	38249999
	Bột oxit silic được phủ hợp chất silane	38249999
	Thuốc chống nảy mầm, thành phần hoạt chất chính là chlorpropham, dạng lỏng	38089320
	Chế phẩm tạo xốp cho nhựa có thành phần chính gồm copolyme ethylene vinyl acetate, azodicarbonamide, dạng hạt	38249999
	Chế phẩm thuốc trừ sâu hoạt chất chính là Flubendiamide, dạng hạt	38089190
	Chế phẩm hoạt động bề mặt lưỡng tính, dạng lỏng, chưa đóng gói bán lẻ.	34029019
	Hợp kim đồng-niken-kẽm lá mỏng, dạng cuộn, đã được bồi plastic 01 mặt, chiều dày lớp kim loại 0,1mm, chiều rộng 10mm	74102200
	Theo phụ lục đính kèm	85437090
	Mẫu yêu cầu phân tích là chế phẩm tẩy nhờn, làm sạch chứa chất hoạt động bề mặt dạng anionic và nonionic, dạng bột, chưa đóng gói bán lẻ.	34029093
	Giấy kraft đã tẩy trắng, chưa thấm tẩm, chưa tráng phủ, chưa in, chưa nhuộm màu, định lượng 31,4g/m3, dạng cuộn, kích thước 12,5cm.	48239099
	Tấm sản phẩm nhân tạo có thành phần chính là canxi cacbonat, nhôm hydroxit… kết hợp với nhựa, đã được làm nhẵn bóng một mặt, dạng tấm hình chữ nhật, kích thước: 2400x760x12,2mm( theo khai báo hải quan), hồng nhạt lẫn chấm màu, hàm lượng vô cơ 65% khối lượng.	68109900
	Tấm sản phẩm nhân tạo có thành phần chính là canxi cacbonat, nhôm hydroxit… kết hợp với nhựa, đã được làm nhẵn bóng một mặt, dạng tấm hình chữ nhật, kích thước: 2400x760x12,2mm( theo khai báo hải quan), màu trắng, hàm lượng vô cơ chiếm 38% khối lượng.	68109900
	Nước ép ổi có chỉ số brix nhỏ hơn 20, chưa pha thêm đường, chưa lên men và chưa pha thêm rượu, dạng lỏng đóng gói 210kg net/drum.	20098999
	Chế phẩm ổn định nhựa có chứa hợp chất thiếc metyl mercaptide	38123900
	Sản phẩm không dệt từc các sợi filament nhân tạo màu trắng, dạng cuộn khổ 62mm, trọng lượng 156,6g/m2 một mặt không tráng phủ, một mặt được dán với lớp màng nhựa mỏng khổ 62mm, chiếm 14,2% tổng trọng lượng; trên lớp nhựa này một cạnh có dán một dải nhựa màu xanh khổ 5mm, chiếm 1,5% tổng trọng lượng, một bên đã cắt hình lượn sóng bằng cách dập sau khi dán với lớp nền; bên cạnh dải nhựa màu xanh là dải nhựa màu trắng có chiều rộng 15mm đã được dập vân, dày 0,3mm, chiếm 18,1% tổng trọng lượng; tiếp đến là dải nhựa màu trắng đục dính một phần với nền, rộng 22mm và 2 dải nhựa khổ 10mm và 11mm, 3 dải nhựa này chiếm 10,5% tổng trọng lượng; các dải nhựa có cấu tạo không xốp, được kết dính với nhau và với lớp vải không dệt bằng lớp keo dính chiếm 26,0% tổng trọng lượng.	56031400
	Chế phẩm có thành phần gồm kẽm oxit; natri nitrite; butylated hydroxytoluen;… phân tán trong nhựa polyme etylen, dạng hạt, màu vàng kem, đã đóng gói bán lẻ trong hộp nhựa hình chữ nhật kích thước khoảng 3*5*2 cm	38249999
	Dung dịch natri bisulfit trong môi trường nước, dạng lỏng.	28321000
	Hỗn hợp hóa chất natri carbonat và natri clorua, trong đó hàm lượng natri clorua~17,63%, dạng bột	38249999
	Dung dịch natri bisulfit trong nước.	28321000
	chế phẩm có thành phần chính là canxi cacbonat (lớn hơn 80% khối lượng) phân tán trong nhựa polyetylen, dạng hạt	3824999990
	Thép không hợp kim cán phẳng, ( hàm lượng C<0,62,0mm, chiều rộng trên 600mm, mạ nhôm, kẽm, magie.	72109090
	Hỗn hợp chứa tetrachloroethylene và dichloromethane	38247900
	Mẫu yêu cầu phân tích là este của các axit béo với glycerol được dẫn xuất từ dầu cọ, dùng sản xuất nến.	15180031
	Thép không hợp kim cán phẳng (hàm lượng C<0,6% tính theo trọng lượng), dạng đai và dải, dày 0,8mm, rộng 190mm, mạ kẽm, một mặt được sơn	72124011
	Chất bả bề mặt trước khi sơn có thành phần chính đi từ xi măng, cát và phụ gia, dạng bột.	32141000
	Thép không hợp kim cán phẳng (hàm lượng C < 0,6% tính theo trọng lượng), dạng đai và dải, dày 0,8mm, rộng 170mm, mạ kẽm, một mặt được sơn	72124011
	Miến sợi chưa làm chín, chưa nhồi, chưa chế biến cách khác, chiều dài trung bình 25cm, đóng gói 300g/ túi.	19021930
	Kính cách ly (cách âm, cách nhiệt) nhiều lớp, dạng tấm, kích thước theo khai báo hải quan 600 x 600 x 21 mm (chiều dài-chiều rộng-chiều dày). Cấu tạo gồm 02 lớp kính khác nhau, một lớp có màu xanh ngọc lục và một lớp màu xanh nhạt, mỗi lowpsdayf 6mm, đặt cách nhau một khoảng không gian bằng khung nhôm có chiều rộng là 9mm, khoảng không gian giữa hai kowps kính là khí khô, bề ngoài khung của sản phẩm được phủ bằng lớp keo silicon dẻo màu đen, các cạnh của kính đã được mài, thường được dùng trong xây dựng	70080000
	Tấm plastic phức hợp , chiều dày = 1,1mm , loại không tự dính , không xốp và chưa được gia cố , chưa gắn lớp mặt , chưa được bổ trợ hoặc chưa kết hợp tương tự với các vật liệu khác . Thành phần cấu tạo gồm : lớp màng trong từ polyurethan ( là polyme tái sắp xếp , 2 chiếm = 83,5 % theo khối lượng ) , được ép chặt với lớp màng màu bạc từ polyester ( chiếm = 10 % theo khối lượng ) đã được phủ hạt cầu nhỏ từ thủy tinh lên trên bề mặt và lớp màng bảo vệ ( chiếm = 6,5 % theo khối lượng ) từ poly ( etylen terephthalat ) được phủ sáp polyetylen chống dính một mặt 	39209931
	Vải dệt thoi thành phần từ 90,3% polyeste và 9,7% bông, một mặt đã được phủ polyacrylat; trọng lượng mẫu 508g/m2; dạng cuộn, khổ lớn hơn 1m.	59039090
	Dây đồng tinh luyện, dạng cuộn, mặt cắt ngang hình tròn, đặc, đường kính ≈ Ø16mm	74081190
	Dây đồng tinh luyện, dạng cuộn, mặt cắt ngang hình tròn, đặc, đường kính ≈ Ø20mm	74081190
	Thép hợp kim, cán phẳng, hàm lượng Ti ≈ 0,065% tính theo trọng lượng, trong đó Ti là nguyên tố duy nhất quyết định yếu tố thép hợp kim, dạng đai và dải, chiều rộng < 400mm, chiều dày 0,5mm, đã được mạ kẽm	72269911
	Chế phẩm làm sạch chứa hợp chất kiềm, chất hoạt động bề mặt anion và không phân ly, dạng bột, chưa đóng gói bán lẻ	34029093
	Thép không hợp kim cán phẳng , dạng tấm , cán nguội , chiều dày 1,2mm , chiều rộng lớn hơn 600mm , chưa dát phủ , mạ hoặc tráng	72092610
	hép không hợp kim , dạng thép góc , có hình dạng mặt cắt ngang giống như chữ L , hai cạnh có độ dài bằng nhau , mạ kẽm	72169900
	Quặng sắt chưa nung kết, thành phần khoáng vật là nhóm hematit (≈80%), hydroxit Fe (≈10%), phi quặng (≈10%) tính theo khối lượng. Hàm lượng Fe tổng 63,76%.	26011110
	Hỗn hợp Potash tràng thạch, soda tràng thạch..., dạng bột	25291090
	Chế phẩm có thành phần chính là canxi cacbonat (trên 70% tính theo trọng lượng) phân tán trong nhựa, dạng hạt	3824999990
	Chế phẩm có thành phần chính là canxi cacbonat (chiếm trên 75% khối lượng) phân tán trong nhựa polyetylen, dạng hạt,màu trắng	3824999990
	Canxi cacbonat (hàm lượng lớn hơn 80% tính theo trọng lượng) phân tán trong nhựa, dạng hạt, màu trắng	3824999990
	Chế phẩm ổn định dùng trong nhựa, thành phần chính là hỗn hợp các dẫn xuất của sebacate (Tinuvin 292), dạng lỏng	38123900
	Nguyên liệu để sản xuất phụ gia cho bê tông có thành phần chính là muối natrisilicat và phụ gia (mất khi nung LOI ~59%, hàm lượng ion clo Cl- <0,001%), dạng bột	38249999
	Silica gel dạng hạt, có chứa chất chỉ thị màu	38249999
	Bentonite biến tính hữu cơ, dạng bột	38249999
	Sản phẩm dạng cuộn, khổ >1m, trọng lượng 205g/m2; cấu tạo bởi: 2 lớp vải dệt kim dọc từ 100% polyester (chiếm 33,4% trọng lượng mẫu), ở giữa được ép dính tạo liên kết mở với lớp sản phẩm không dệt (chiếm 66,6% trọng lượng mẫu); lớp sản phẩm không dệt cấu tạo bởi 3 lớp: ngoài cùng là hai lớp vải không dệt từ 100% xơ staple polyester, ở giữa là lớp màng nhựa polyester (chiếm 40% trọng lượng của sản phẩm không dệt); chưa ngâm tẩm hay tráng phủ bề mặt với vật liệu khác; thường dùng sản xuất rèm.	56039300
	Nước mắm cô đặc ( fish sauce ) , dạng | bột thành phần chứa muối natri clorua -64 % , protein tính theo nitơ tổng ~ 30 %	21039012
	Mẫu yêu cầu phân tích là thép không hợp kim ( hàm lượng carbon 0,139 % tính theo trọng lượng ) , cán phẳng dạng tấm kích thước dài x rộng x dày ( 200 x 200 x 7,20mm đã được Sơn phủ một mặt , đã gia công 4 cạnh và khoan 4 lỗ đường kính 17mm , thường dùng để nối các kết cấu trong xây dựng	73089099
	Thép không hợp kim ( hàm lượng Cacbon lớn hơn 0,6 % tính theo trọng lượng , hàm lượng Mangan dưới 1,15 % tính theo trọng lượng , thành phần hóa học không phù hợp làm thép không hợp kim dễ cắt gọt ) , cán nóng , dạng thanh và que khác , không được Sơn , phủ , mạ hoặc tráng , không có răng khía , rãnh , gân hoặc các dạng khác được tạo hình trong quá trình cán hoặc xoăn sau khi cán . Kích cỡ ( dày x rộng ) : ( 50 x 90 ) mm	72149121
	Chế phẩm đóng rắn vecni có thành phần chính gồm organic peroxide, xylene, aliphatic hydrocarbon và cyclohexanone, dạng lỏng.	38249999
	Dextrin đã este với hỗn hợp axit béo, dạng bột	35051090
	Diisostearyl malate	29181900
	Dextrin đã ester với hỗn hợp axit béo, dạng nhão	35051090
	Nhôm hợp kim, hàm lượng Al ≈ 97%, hình chữ nhật, kích thước dài x rộng (720 x 600)mm, chiều dày 0,25mm, hai mặt đã được sơn phủ	76061235
	Đá dolomit tự nhiên, dạng tấm, chiều dày 50mm, bề mặt có kích thước lớn hơn 20 cm và một mặt phẳng nhẵn đánh bóng, dùng trong xây dựng	68029900
	Đá dolomit tự nhiên, dạng tấm, chiều dày 30mm, bề mặt có kích thước lớn hơn 20 cm và một mặt phẳng nhẵn đánh bóng, dùng trong xây dựng.	68029900
	Chế phẩm hoá học, dạng lỏng, có thành phần chính là trienthanolamine, ethanolamine	38249999
	hép hợp kim trong đó Bo là nguyên tố duy nhất quyết định yếu tố thép hợp kim (hàm lượng B> 0,0008% tính theo trọng lượng), cán nóng, dạng thép góc, có hình dạng mặt cắt ngang giống như chữ L, hai cạnh có độ dài bằng nhau, có chiều cao trên 80 mm	38249999
	Thép không hợp kim cán phẳng (hàm lượng C<0,6% tính theo trọng lượng), dạng cuộn, dày 0,8mm, chiều rộng 510mm, mạ kẽm, một mặt được sơn	72124019
	Chế phẩm hóa học có thành phần gồm nhôm , muối nitrat , và phụ gia dạng bột	29313900
	Mục 1 : Thép hợp kim , trong đó Bo là nguyên tố duy nhất quyết định yếu tố thép hợp kim , cán nóng , dạng hình chữ H. Kích thước ( chiều cao x chiều rộng x độ dày bụng x độ dày cạnh ) : ( 98x58x3x4 mm , chiều dài theo khai báo : 6000mm Mục 2 : Thép hợp kim , trong đó Bo là nguyên tố duy nhất quyết định yếu tố thép hợp kim , cản nông , dạng hình chữ H. Kích thước ( chiều cao x chiều rộng x độ dày bụng x độ dày cạnh ) : ( 117x64x3,4x4,6 ) mm , chiều dài theo khai bảo : 6000mm	72287010
	Chế phẩm chống oxy hóa và ổn định cho cao su có thành phần chính là sản phẩm butylate hóa của p-cresol và dicyclopentadiene, dạng lỏng	38123900
	Hỗn hợp este của sorbitol với các axit béo như palmitic, oleic, linoleic… dạng lỏng	38249999
	Chế phẩm có chứa poly(hexadecyl methacrylate), sáp parafin trong hỗn hợp dung môi hữu cơ, dạng lỏng	38249999
	Chế phẩm hóa học dùng trong ngành mạ có thành phần là Natri Hypophosphite và phụ gia, dạng lỏng	38249999
	Chế phẩm hóa học dùng trong ngành mạ có thành phần là Natri Hypophosphite, axit hữu cơ, dạng lỏng	38249999
	Chế phẩm hóa học dùng trong công nghiệp mạ có thành phần chính là aminoethanolamine và phụ gia.	38249999
	Chế phẩm hóa học dùng trong công nghiệp mạ, thành phần chính là muối kép natri kali tartrate và phụ gia, trong môi trường kiềm, dạng lỏng.	38249999
	Chế phẩm dùng trong công nghiệp mạ có thành phần chính là muối sulphit của natri, dẫn xuất của hợp chất amin, muối clorua và phụ gia trong môi trường nước, dạng lỏng	38249999
	Chế phẩm hóa học dùng trong công nghiệp mạ có thành phần chính là muối sulphat, sulphit của natri, niken và phụ gia dạng lỏng.	38249999
	Thép không hợp kim ( hàm lượng C = 0,13 % tính theo trọng lượng ) , không phải thép dễ cắt gọt , dạng thanh , mặt cắt ngang hình chữ nhật , dày 8,5mm , rộng 100mm , cán nóng , chưa phủ , mạ hoặc tráng	72149119
	hép không hợp kim ( hàm lượng C = 0,14 % tính theo trọng lượng ) , không phải thép dễ cắt gọt , dạng thanh , mặt cắt ngang hình chữ nhật , dày 4,5mm , rộng 38mm , cán nóng , chưa phủ , mạ hoặc tráng	72149119
	Chế phẩm dùng trong sản xuất mỹ phẩm, thành phần chứa Niaciamide, soy isoflavones, glycerin, chất thơm, chất nhũ hóa... dạng lỏng, chưa đóng gói bán lẻ.	38249999
	Sản phẩm bằng đồng ( hàm lượng đồng 99,8 % tính theo trọng lượng ) , mặt cắt ngang hình oval không đồng đều dọc theo chiều dài ; kích thước mặt cắt ngang lớn nhất 26mm nhỏ nhất 24mm , chiều dài 32mm	74199999
	Mẫu yêu cầu phân tích là dây canxi được bọc bên ngoài bằng thép nhằm bảo vệ, bao gói lớp lõi canxi, có đường kính ngoài 9,6mm.	28051200
	Chế phẩm tẩy rửa đi từ hợp chất kiềm, dạng lỏng	34029013
	Chế phẩm hóa học có thành phần chính là hỗn hợp Zircon và nhựa phenolic	38249999
	Chế phẩm hóa học có thành phần gồm bột nhôm, dung môi hữu cơ và phụ gia, dạng lỏng.	38249999
	Hỗn hợp hóa chất dùng trong chế biến thực phẩm. Thành phần gồm: chất màu caramel, muối kali sulphat, nước và phụ gia, dạng lỏng.	38249970
	Chế phẩm hóa chất có thành phần chính là Poly(dimethylsiloxane), phosphoric acid, cellulose gum,... và nước, dùng làm chất chống tạo bọt dùng trong sản xuất thực phẩm.	38249970
	Poly (diallyl phthalate) dạng hạt dùng để đúc	39079120
	Tấm plastic từ poly (etylen terephtalat), không tự dính, chưa in, không xốp và chưa được gia cố, chưa gắn lớp mặt, chưa được bổ trợ hoặc chưa kết hợp tương tự với các vật liệu khác. Kích thước: bề dày ≈ 0,35mm, chiều rộng ≈ 270mm, dạng cuộn.	39206210
	Este của pentaerythritol với axit acrylic trong dung môi hữu cơ (toluene, diethylformamide)	38249999
	Điện cực làm bằng graphite, dùng cho lò nung, luyện	85451100
	Chế phẩm cản quang dùng cho nhựa, dạng hạt. Thành phần chính: copolyme styrene, hợp chất chứa titan… với hàm lượng copolyme styrene dưới 40%	38249999
	Sản phẩm bằng thanh thép không gỉ, được tạo hình từ quá trình gia công kết thúc nguội, bề mặt có khía dọc theo chiều dài thanh, đầu thanh được gọt nhẵn 5cm, hình dạng mặt cắt ngang ở đầu thanh là hình tròn, sử dụng để sản xuất ốc vít	73269099
	Đồng tinh luyện , dạng thanh , mặt cắt ngang hình chữ nhật biến dạng , có hai cạnh đối diện là vòng cung lồi , hai cạnh kia thẳng , chiều dài bằng nhau và Song song , dày 10mm , rộng 40mm , bề mặt được mạ thiếc , dạng không cuộn	74071040
	Đồng tinh luyện , dạng thanh , mặt cắt ngang hình chữ nhật , dày 5mm , rộng | 30mm , bề mặt được mạ niken , dạng không cuộn	74071040
	Đồng tinh luyện, dạng thanh, mặt cắt ngang hình chữ nhật, dày 3mm, rộng 20mm, bề mặt được mạ thiếc, dạng không cuộn	74071040
	Đồng tinh luyện, dạng thanh, mặt cắt ngang hình chữ nhật, dày 2mm, rộng 15mm, bề mặt được mạ thiếc, dạng không cuộn	74071040
	Đồng tinh luyện, dạng dải, mặt cắt ngang hình chữ nhật, dày 1mm, rộng 12mm, bề mặt được mạ thiếc, dạng không cuộn	74091900
	 Mẫu yêu cầu phân tích là thép không gi hàm lượng carbon 0,049 % và crom 17,86 % tính theo trọng lượng , dạng thanh hình rồng đã hàn dọc theo chiều dài , kích thước mặt cắt ngang rộng 75mm , cao 45mm , đường chéo ngoài mặt cắt ngang 84mm , dày 1,2mm , chưa gia công thêm , thường dùng trong xây dựng	73066990
	Chế phẩm hóa học dùng để sản xuất dung dịch khoan dầu khí, thành phần chính gồm dẫn xuất của axit béo, trietylen glycol monnobytyl ete, decan, dodecan, tridecan…, dạng nhão.	38249099
	Mặt nạ hình tròn đường kính 210mm, được cắt tạo lỗ dạng khôn mặt, bằng xơ staple 100% rayon, chưa ngâm tẩm hoặc tráng phủ, dùng kết hợp với mỹ phẩm để làm đẹp	63079090
	Mẫu là dải polypropylen, không tự dính, không xốp, chưa gia cố, chưa gắn lớp mặt, chưa bổ trợ hay kết hợp với vật liệu khác, một mặt được in chữ (DÂY BIỂN ĐÔNG), dạng cuộn, chiều rộng 7mm.	39202099
	Vải dệt thoi từ sợi chải thô, có cấu tạo từ 02 lớp vải dệt thoi được khâu đính bằng chỉ với nhau, đã cào tạo lông ngắn hai mặt ngoài, thành phần tính theo trọng lượng: 98% xơ động vật loại mịn và 2% chỉ polyeste, đã nhuộm màu đỏ, chưa ngâm tẩm, bề mặt chưa tráng phủ hay kết hợp với vật liệu khác, trọng lượng 483 g/m², dạng cuộn khổ 146 cm	51111900
	Vải dệt thoi từ sợi chải thô, có cấu tạo từ 02 lớp vải dệt thoi được khâu đính bằng chỉ với nhau, đã cào tạo lông ngắn hai mặt ngoài, thành phần tính theo trọng lượng: 97,3% xơ động vật loại mịn, 0,79% xơ staple nylon và 1,91% chỉ polyeste, đã nhuộm màu đen, chưa ngâm tẩm, bề mặt chưa tráng phủ hay kết hợp với vật liệu khác, trọng lượng 548 g/m², dạng cuộn khổ 146 cm	51111900
	Muối Natri clorua hàm lượng NaCl ≈ 99.37 % tính theo trọng lượng khô, As < 3,2 μg/kg, Hg < 16 μg/kg, Cu ≈ 0,13 mg/kg, Cd < 0,43 μg/kg, Pb ≈ 0,015 mg/kg, Ca2+ ≈ 1,49 mg/100g, Mg2+ ≈ 0,32 mg/100g, SO42- < 0,88 mg/kg, hàm lượng chất không tan trong nước 0,03%, độ ẩm 0,17%, dạng bột khô rời, màu trắng, không mùi, dung dịch 5% có vị mặn đặc trưng của muối, không có vị lạ, thường dùng trong ngành công nghiệp thực phẩm	25010010
	Mẫu yêu cầu phân tích là thành phần chính là tert - butyl peroxybenzoate và chất bảo quản ( hợp chất phthalate) dạng lỏng.	29163990
	Chế phẩm thuốc hàn có thành phần chính là đồng oxit, kim loại nhôm và phụ gia, dạng bột.	38101000
	Thực phẩm bảo vệ sức khỏe , thành phần gồm : mật ong , vitamin C , đường , axit citric , hỗn hợp tinh dầu , ... , dạng viên . Công dụng : hỗ trợ giúp bổ phế , làm dịu ho , làm dịu sự rát họng , khản tiếng và mất tiếng . Đóng gói 8 viên / vỉ , 2 vi / hộp.	21069072
	Kính nổi được phủ màu xanh ở dạng tấm, không cốt thép, chưa được gia công, vát cạnh,kích thước theo khai báo là (10x2134x3048)mm.	70052190
	Chế phẩm thực phẩm thành phần chứa whey protein cô đặc , hàm lượng protein = 72 % tính theo trọng lượng khô , chất tạo ngọt , hương liệu , taurin , chiết xuất thực vật ... dạng bột , đóng gói bán lẻ 920g / hộp , sử dụng cho người luyện thể thao	19019039
	Kính nổi được phủ màu xanh ở dạng tấm, không cốt thép, chưa được gia công, vát cạnh,kích thước theo khai báo là (12x2134x3048)mm.	70052190
	Chế phẩm thực phẩm thành phần chứa whey protein cô đặc , hàm lượng protein = 72,5 % tính theo trọng lượng khô , ca cao hàm lượng dưới 5 % trọng lượng đã khử toàn bộ chất béo , chất tạo ngọt , hương liệu , taurin , chiết xuất thực vật ... dạng bột , đóng gói bán lẻ 920g / hộp , sử dụng cho người tập luyện thể thao	19019032
	Kính nổi được phủ màu xanh ở dạng tấm, không cốt thép, chưa được gia công, vát cạnh,kích thước theo khai báo là (8x2134x3048)mm.	70052190
	Kính nổi được phủ màu xanh ở dạng tấm, không cốt thép, chưa được gia công, vát cạnh,kích thước theo khai báo là (5x2134x3048)mm.	70052190
	Đường succrose dạng rắn, đã pha thêm màu và hương liệu, hàm lượng sucrose ~90% tính theo trọng lượng, đóng gói 22,68 kg/thùng	17019100
	Giấy kraft đã tráng vô cơ một mặt bằng canxi carbonat, hàm lượng bột gỗ thu được từ quá trình hóa học chiếm 100% so với tổng lượng bột giấy tính theo trọng lượng, loại đã được tẩy trắng toàn bộ, loại một lớp, bề mặt giấy không in hay nhuộm màu bề mặt, định lượng 122,8g/m2, dạng cuộn có chiều rộng 840mm, dùng để làm lõi.	48103190
	Chế phẩm hóa chất có thành phần gồm Triallylcyanurate và silic dioxit, dạng bột.	38249999
	Chế phẩm hóa học chứa hỗn hợp muối phosphat, muối sulphat... và phụ gia, trong môi trường kiềm, dùng để xử lý nước, dạng lỏng	38249999
	Chế phẩm hóa học hỗn hợp các hợp chất chứa nitơ và phụ gia dạng lỏng	38249999
	Chế phẩm hóa học dùng trong xử lý nước có thành phần chính là natri polyacrylat, muối sulphat, muối phosphat,... phụ gia, trong môi trường axit, dạng lỏng.	38249999
	Giấy làm từ bột giấy tẩy trắng một mặt tráng phủ lớp keo polyacrylate tự dính và một mặt tráng chất chống dính từ polydimethylsiloxanes, định lượng 131g/m2, dạng cuộn khổ 108cm (theo khai báo), thường dùng làm băng dính	48114190
	Phân bón có chứa Kali; dạng hạt, màu nâu, kích thước không đồng nhất, đóng gói với trọng lượng cả bì là 50,2kg/bao. Thành phần chính KCl, MgSO4...; hàm lượng kali hữu hiệu tính theo oxit Kali (K2O): 40,1%	31049000
	Dung dịch có thành phần chính gồm Panthenol, Hexanediol, dẫn xuất của polyethylene glycol, Decyl poly glucoside,... đóng trong bình xịt tạo bọt 50ml. Sử dụng tẩy trang, làm sạch và dưỡng da vùng mí mắt, không cần rửa lại với nước	33049990
	Thép hợp kim trong đó Bo là nguyên tố duy nhất quyết định yếu tố thép hợp kim (hàm lượng Bo > 0,0008% tính theo trọng lượng), cán nóng, dạng thép góc, có hình dạng mặt cắt ngang giống như chữ L, hai cạnh có độ dài bằng nhau, có chiều cao trên 80mm	72287010
	Thép không hợp kim (hàm lượng C<0.6% tính theo trọng lượng ) cán nóng, dạng thép góc, có hình dạng mặt cắt ngang giống như chữ L, hai cạnh có độ dài  bằng nhau, có chiều cao dưới 80mm	72162110
	Thép hợp kim, trong đó Cr là nguyên tố duy nhất quyết định thép hợp kim, hàm lượng C ≈ 0,76%, Cr ≈ 0,38% tính theo trọng lượng, dạng tấm, cán nguội, kích thước dày x rộng x dài: (2,5x600x800)mm, chưa phủ mạ hoặc tráng	72255090
	Thép không hợp kim (hàm lượng C < 0,6% tính theo trọng lượng), cán nóng, dạng thép góc, có hình dạng mặt cắt ngang giống như chữ L, hai cạnh có độ dài bằng nhau, có chiều cao dưới 80mm	72162110
	Chế phẩm có chứa chất hoạt động bề mặt nonionic, dạng lỏng, đã đóng gói bán lẻ dung tích 1L	34022014
	Hỗn hợp các hợp chất vô cơ, thành phần chính gồm canxi-aluminat, canxi oxit, magie oxit... Công dụng là chất thu gom xỉ dùng trong luyện kim.	38249999
